ID,Nome_Empresa,Receita_Anual,Margem_Liquida,Endividamento,Setor,Regiao,Tempo_Operacao,Auditoria_Externa,Rating_Credito,Tipo_Empresa,Politica_Sustentabilidade,Estrategia_Expansao,Gestao_Risco,Cobertura_Seguros,Maturidade_Digital,Governanca_Corporativa,Cultura_Inovacao,Relacao_Comunidade,Risco_Credito,Risco_Compliance,Risco_Mercado
504,Shaw-Key,2486488,0.24013537274416152,1.6506308200121511,Saúde,Europa,22,0,0.4579632144895355,MEI,Alta,Parcerias,Decentralizada,Ampla,Avançada,Fraca,Inovadora,Boa,0,0,0
505,Craig PLC,887494,0.3147452090660268,1.6514802162990567,Financeiro,Europa,2,0,0.3967893254145842,MEI,Média,Parcerias,Centralizada,Ampla,Avançada,Alta,Inovadora,Excelente,1,0,1
506,Raymond LLC,5951244,0.3374067216467461,2.2312937544642826,Financeiro,Ásia,45,1,0.4312104848643289,MEI,Alta,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Inovadora,Ruim,1,0,0
507,Smith Inc,5432660,0.1533914173251124,1.5368617655658336,Saúde,Europa,5,0,0.5692979341347952,MEI,Alta,Parcerias,Centralizada,Básica,Intermediária,Média,Inovadora,Boa,0,0,0
508,Howe Inc,9689801,0.18031036635430184,1.3051686639087685,Financeiro,América Latina,27,1,0.002076517600081207,Limitada,Média,Orgânica,Centralizada,Ampla,Intermediária,Fraca,Neutra,Excelente,1,0,0
509,Harris and Sons,6937433,0.15979710746610745,0.4332911833516408,Saúde,América Latina,25,1,0.2607087741328522,MEI,Média,Orgânica,Centralizada,Ampla,Avançada,Média,Conservadora,Boa,1,0,0
510,Pearson-Powell,5183769,0.2116408646630554,0.37777025602889286,Tecnologia,Ásia,8,0,0.5182797206887111,S.A.,Alta,Orgânica,Centralizada,Ampla,Avançada,Alta,Conservadora,Boa,0,0,0
511,Santiago and Sons,633636,-0.1794238879704449,0.4703717566793905,Saúde,América Latina,1,0,0.7222160986736462,S.A.,Baixa,Orgânica,Decentralizada,Ampla,Avançada,Alta,Inovadora,Regular,0,1,1
512,Davis Inc,4332406,0.07686061889431064,0.5124363551850268,Saúde,América do Norte,20,1,0.17415669239539633,S.A.,Alta,Aquisições,Centralizada,Básica,Inicial,Alta,Conservadora,Boa,1,0,0
513,"Miller, Walls and Murphy",2376360,0.22433209949282004,1.6309050223927213,Manufatura,América do Norte,44,1,0.546881173787433,MEI,Média,Parcerias,Decentralizada,Ampla,Avançada,Alta,Inovadora,Excelente,0,0,0
514,"Gordon, Wright and Turner",4508249,0.218406495679105,1.8783550006589884,Saúde,América Latina,23,1,0.7144596838857817,S.A.,Baixa,Parcerias,Centralizada,Nenhuma,Avançada,Média,Neutra,Boa,1,0,0
515,"Contreras, Taylor and Nguyen",4526219,0.355069266223942,1.371979655023405,Saúde,Ásia,32,1,0.4446276579139047,Limitada,Média,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Conservadora,Excelente,0,0,0
516,Turner Group,9014438,0.25850653718247596,2.0896425581091784,Manufatura,Europa,11,1,0.02708113367005105,Multinacional,Média,Aquisições,Decentralizada,Nenhuma,Inicial,Média,Conservadora,Boa,1,0,0
517,Novak-Fowler,1432397,0.4944933214384706,2.4790317441607197,Financeiro,Ásia,39,1,0.4492681584656367,MEI,Baixa,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Neutra,Ruim,1,0,0
518,Arroyo Inc,7617836,-0.001301829973948511,2.0680303098864545,Manufatura,Europa,47,0,0.2964448877441531,S.A.,Média,Orgânica,Centralizada,Nenhuma,Inicial,Alta,Neutra,Regular,1,1,0
519,"Frye, Kidd and Murphy",9206824,0.051405720766362004,1.767717696822302,Tecnologia,América Latina,24,1,0.9296496077013283,Limitada,Média,Aquisições,Decentralizada,Nenhuma,Inicial,Fraca,Neutra,Ruim,0,0,0
520,Reynolds PLC,6746705,0.06869300630745737,1.377982478649152,Manufatura,América Latina,11,1,0.12461338567832736,Multinacional,Média,Aquisições,Decentralizada,Básica,Inicial,Alta,Conservadora,Regular,1,0,0
521,Nelson and Sons,5562810,0.12606896491417394,1.1772473720192997,Tecnologia,América do Norte,29,1,0.6524759555072321,Limitada,Média,Orgânica,Decentralizada,Nenhuma,Intermediária,Média,Conservadora,Excelente,0,0,0
522,"Owens, Campbell and Owens",9005921,0.38519864464684656,0.3025417133069016,Financeiro,Europa,26,1,0.05271976633450115,S.A.,Média,Parcerias,Centralizada,Ampla,Intermediária,Fraca,Neutra,Regular,1,0,0
523,Reynolds Inc,7003836,-0.03494553422855312,1.0584849961472582,Manufatura,Ásia,16,0,0.4461704378126965,Limitada,Média,Orgânica,Centralizada,Nenhuma,Intermediária,Média,Neutra,Boa,0,1,0
524,Skinner and Sons,9826290,0.3432001449248006,2.284323128277122,Manufatura,América Latina,35,0,0.5539794872200806,Multinacional,Média,Parcerias,Decentralizada,Básica,Intermediária,Alta,Neutra,Boa,1,0,0
525,"Savage, Oconnell and Sheppard",6343669,0.08371712816002036,2.039254311775727,Financeiro,Ásia,20,1,0.29795493131686546,S.A.,Média,Parcerias,Decentralizada,Nenhuma,Avançada,Média,Neutra,Ruim,1,0,0
526,Bridges-Evans,1386643,0.22129876856340594,0.6185232760280492,Tecnologia,América do Norte,46,1,0.45507563552038444,Multinacional,Média,Aquisições,Centralizada,Ampla,Inicial,Alta,Neutra,Regular,0,0,0
527,Goodwin-Butler,8415390,0.24277837325841423,1.219858683273318,Manufatura,Europa,3,1,0.16355379453018737,Limitada,Alta,Aquisições,Centralizada,Ampla,Avançada,Alta,Inovadora,Excelente,1,0,1
528,"Lopez, Harrison and Ford",6300646,0.0609940460322541,2.060135686140507,Tecnologia,Europa,1,0,0.30412384946803617,MEI,Alta,Orgânica,Decentralizada,Básica,Inicial,Alta,Neutra,Excelente,1,1,1
529,Martin Inc,7083896,0.15883064364406357,0.26172293148525405,Manufatura,América Latina,47,0,0.621106324910203,MEI,Média,Parcerias,Decentralizada,Básica,Inicial,Média,Inovadora,Boa,0,0,0
530,"Hodges, Ryan and Young",8883148,0.08912182225338787,1.0297422056047822,Saúde,Europa,1,0,0.3018000558611551,MEI,Alta,Parcerias,Decentralizada,Básica,Avançada,Média,Conservadora,Excelente,1,1,1
531,Day PLC,5509861,-0.15160704966936642,2.144418968497474,Manufatura,América Latina,17,0,0.8997430784088717,MEI,Baixa,Orgânica,Decentralizada,Básica,Intermediária,Fraca,Conservadora,Boa,1,1,0
532,"Romero, Brown and White",5039003,0.10601577217177854,1.069354874008297,Financeiro,América do Norte,2,0,0.6284069576409897,Multinacional,Alta,Orgânica,Centralizada,Nenhuma,Avançada,Fraca,Inovadora,Boa,0,0,1
533,Martinez Group,6411326,-0.1318246252125135,0.28627514735545806,Financeiro,Europa,29,0,0.4386490184359845,MEI,Média,Orgânica,Centralizada,Nenhuma,Avançada,Média,Neutra,Boa,0,1,0
534,"Willis, Nelson and Ballard",5246386,0.08351455935622504,1.4020824844774034,Tecnologia,América Latina,20,1,0.03875693555418247,Multinacional,Média,Aquisições,Centralizada,Ampla,Inicial,Média,Conservadora,Ruim,1,0,0
535,Brewer and Sons,8515398,0.21504287988224727,2.1681819878039086,Manufatura,Ásia,6,0,0.49954833520467123,S.A.,Alta,Orgânica,Centralizada,Básica,Inicial,Média,Neutra,Ruim,1,0,0
536,Foster PLC,548345,0.2055904295404505,1.5166853030875833,Tecnologia,América Latina,8,0,0.7647762421250892,MEI,Média,Orgânica,Decentralizada,Básica,Inicial,Média,Neutra,Boa,0,0,0
537,Barnes-Jackson,9237682,0.2638348953058242,0.6430698597141563,Tecnologia,Europa,29,1,0.26555759801241363,Multinacional,Baixa,Parcerias,Centralizada,Nenhuma,Intermediária,Alta,Inovadora,Boa,1,0,0
538,Whitehead Ltd,7927494,-0.13331694443176162,1.0221750883297152,Saúde,América do Norte,48,0,0.8067735696487673,MEI,Baixa,Orgânica,Decentralizada,Básica,Avançada,Alta,Conservadora,Boa,0,1,0
539,Ward Ltd,3785501,0.25648627187130646,1.1802960668366371,Saúde,Europa,33,1,0.2518067660508815,MEI,Média,Parcerias,Centralizada,Ampla,Avançada,Alta,Conservadora,Excelente,1,0,0
540,Jackson-Foster,1979490,0.018503639687512927,1.4902392491692644,Financeiro,Europa,3,0,0.8237463879508005,MEI,Baixa,Parcerias,Centralizada,Ampla,Intermediária,Média,Inovadora,Boa,0,1,1
541,Atkinson-Wilkins,5084445,0.07933216229597773,1.9224424618062712,Tecnologia,América Latina,35,1,0.0852683416116774,Multinacional,Baixa,Aquisições,Centralizada,Básica,Avançada,Alta,Neutra,Boa,1,0,0
542,Gomez and Sons,7039705,0.400590377745894,0.33729668233752497,Financeiro,Ásia,5,1,0.8661837088690295,Limitada,Alta,Orgânica,Decentralizada,Ampla,Avançada,Alta,Neutra,Regular,0,0,0
543,Lewis-Johnson,7102587,-0.19367871710931484,2.2351648792421592,Manufatura,Europa,27,1,0.4991864509333305,MEI,Baixa,Orgânica,Centralizada,Ampla,Inicial,Fraca,Conservadora,Regular,1,0,0
544,Silva Inc,6842471,0.21188884333842378,0.1295432872385814,Tecnologia,Ásia,44,1,0.296537589620262,MEI,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Fraca,Inovadora,Regular,1,0,0
545,"Ramirez, Lewis and Baker",1554908,0.21909978607007527,0.9881256032182125,Tecnologia,América Latina,12,1,0.26511325041514877,S.A.,Média,Aquisições,Decentralizada,Ampla,Inicial,Alta,Inovadora,Regular,1,0,0
546,Peterson LLC,3419144,0.07766184344049336,0.16580874393437836,Manufatura,Ásia,20,0,0.43201055893036266,Limitada,Alta,Aquisições,Centralizada,Básica,Intermediária,Alta,Neutra,Boa,0,1,0
547,"Copeland, Rowe and Porter",8793670,-0.0340805000241647,1.043138140828699,Manufatura,América Latina,45,0,0.999049498103645,Multinacional,Média,Orgânica,Decentralizada,Básica,Inicial,Alta,Neutra,Regular,0,1,0
548,Huff-Boyd,5906466,-0.03572817321691426,1.361950237295977,Financeiro,América do Norte,20,1,0.22032739343758256,S.A.,Média,Parcerias,Centralizada,Ampla,Avançada,Média,Inovadora,Excelente,1,0,0
549,Acosta Ltd,5844588,0.41859676876252677,1.328035327795628,Financeiro,Ásia,9,1,0.10321664887899962,MEI,Média,Orgânica,Decentralizada,Básica,Intermediária,Fraca,Conservadora,Excelente,1,0,0
550,"House, Farrell and Kerr",5404509,0.10941706164800023,0.4975080328678368,Manufatura,Ásia,39,1,0.5850351687186619,S.A.,Média,Orgânica,Centralizada,Nenhuma,Intermediária,Fraca,Neutra,Regular,0,0,0
551,"Miranda, Reilly and Allen",7768216,0.031622554092420325,1.6497772242294695,Financeiro,América do Norte,4,0,0.4885424664402571,S.A.,Média,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Ruim,0,1,1
552,Peters Inc,5049499,0.1141443016819821,0.20746828121120373,Manufatura,Ásia,19,1,0.5241962710633074,MEI,Alta,Orgânica,Decentralizada,Ampla,Intermediária,Alta,Inovadora,Excelente,0,0,0
553,"Henderson, Bailey and Parker",2487312,0.2685732810215529,1.928576368317797,Tecnologia,América do Norte,38,1,0.6669354175572171,Limitada,Média,Parcerias,Centralizada,Ampla,Avançada,Média,Inovadora,Excelente,1,0,0
554,Mitchell Group,3793976,-0.09797040222867383,2.3719466415845107,Tecnologia,Europa,27,1,0.2671440698706493,Limitada,Baixa,Aquisições,Centralizada,Básica,Avançada,Fraca,Conservadora,Regular,1,0,0
555,Lowery-Fox,6162903,0.11460368464961636,0.9154451851626829,Saúde,América Latina,45,1,0.9106649953838885,S.A.,Baixa,Orgânica,Centralizada,Básica,Avançada,Fraca,Neutra,Regular,0,0,0
556,Trevino and Sons,4508224,0.2115190597772708,1.3413745161143966,Tecnologia,América do Norte,43,0,0.43567206612229037,MEI,Média,Orgânica,Centralizada,Ampla,Inicial,Média,Neutra,Boa,0,0,0
557,Miller Group,4135493,0.4640083483960036,1.0093846673411544,Manufatura,Ásia,13,1,0.12908619514246178,Multinacional,Baixa,Orgânica,Decentralizada,Básica,Intermediária,Alta,Neutra,Excelente,1,0,0
558,Parks and Sons,9914149,-0.02323055254720654,0.1161049367297439,Financeiro,América do Norte,13,1,0.7422987567339443,S.A.,Alta,Orgânica,Decentralizada,Básica,Inicial,Alta,Conservadora,Regular,0,0,0
559,Burton-Walker,5803737,0.051475523541371866,1.0260988069482782,Saúde,Ásia,22,0,0.6431043526178503,Multinacional,Alta,Aquisições,Decentralizada,Ampla,Avançada,Fraca,Neutra,Regular,0,1,0
560,"Friedman, Walsh and Deleon",1971403,0.06555101294569661,2.0001286222272316,Financeiro,Europa,28,1,0.3157434024840371,S.A.,Média,Aquisições,Decentralizada,Ampla,Intermediária,Fraca,Neutra,Boa,1,0,0
561,Ford Ltd,5847372,0.22387671035141796,1.5303732212403562,Manufatura,América do Norte,47,1,0.6215187240340485,S.A.,Média,Aquisições,Centralizada,Básica,Avançada,Média,Neutra,Excelente,0,0,0
562,Chandler-Singleton,4948287,0.049712437128001136,0.3430237950763814,Tecnologia,Europa,45,0,0.21986195636897687,MEI,Média,Aquisições,Decentralizada,Ampla,Intermediária,Fraca,Neutra,Regular,1,1,0
563,Wallace-Wade,5758796,0.17345834770978688,2.133134775265084,Saúde,América Latina,22,0,0.44483935934052954,MEI,Baixa,Orgânica,Centralizada,Ampla,Intermediária,Média,Conservadora,Boa,1,0,0
564,Williams PLC,921052,0.34725323089152055,1.3746048277245828,Manufatura,Ásia,43,0,0.8994125221673253,Multinacional,Baixa,Parcerias,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Regular,0,0,0
565,Roberts Ltd,2325300,0.29376991587854245,2.1201360681872226,Saúde,Ásia,19,1,0.13353423316074942,Multinacional,Alta,Aquisições,Centralizada,Ampla,Intermediária,Fraca,Inovadora,Ruim,1,0,0
566,Anderson LLC,1955567,0.11245805255880986,1.4925316450840704,Saúde,Europa,8,1,0.386696449987462,Limitada,Baixa,Aquisições,Centralizada,Básica,Avançada,Fraca,Neutra,Ruim,1,0,0
567,"Fitzgerald, Smith and Lee",1634837,0.4049513243719182,1.4432522676110557,Tecnologia,América Latina,8,0,0.8211424247203473,MEI,Alta,Orgânica,Centralizada,Ampla,Intermediária,Alta,Neutra,Regular,0,0,0
568,"Stephens, Mullen and Simmons",3438442,0.190698174715704,0.35262204447282974,Manufatura,América do Norte,42,0,0.9694908994061782,S.A.,Baixa,Orgânica,Centralizada,Nenhuma,Avançada,Média,Neutra,Excelente,0,0,0
569,"Ford, Gonzales and Munoz",5026203,0.17793408765154872,0.5016633595327071,Financeiro,América do Norte,26,0,0.4539261364217959,S.A.,Alta,Orgânica,Centralizada,Ampla,Inicial,Média,Conservadora,Ruim,0,0,0
570,Saunders Ltd,523570,-0.1760685638425893,2.4328606155918187,Saúde,Ásia,48,1,0.5069996201433474,Limitada,Média,Orgânica,Decentralizada,Nenhuma,Avançada,Alta,Neutra,Boa,1,0,0
571,Blake PLC,2473139,0.49068508625001306,0.6483681922114498,Saúde,Europa,26,1,0.5721719617837697,MEI,Baixa,Parcerias,Centralizada,Ampla,Intermediária,Alta,Conservadora,Regular,0,0,0
572,Roy and Sons,5321816,-0.11392043402926132,2.445885083176883,Financeiro,Europa,23,0,0.9323481416337108,S.A.,Alta,Parcerias,Decentralizada,Nenhuma,Avançada,Alta,Neutra,Boa,1,1,0
573,Chen-Austin,9346766,-0.0382083613006474,1.376590495658232,Manufatura,América do Norte,43,1,0.8582067909770298,Limitada,Baixa,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Neutra,Ruim,0,0,0
574,Franklin-Henderson,2214792,-0.16381221393093115,0.4258937129534491,Saúde,América Latina,13,0,0.17060112462164434,Limitada,Média,Parcerias,Centralizada,Ampla,Intermediária,Fraca,Inovadora,Excelente,1,1,0
575,Scott and Sons,8541136,0.24800207678583955,0.3383252866088631,Saúde,América Latina,28,1,0.436757817847075,S.A.,Alta,Aquisições,Decentralizada,Ampla,Avançada,Alta,Neutra,Boa,0,0,0
576,Lucas-Saunders,1973421,-0.042709176119124025,0.6012737696937759,Saúde,América do Norte,9,1,0.4640004281964263,S.A.,Baixa,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Conservadora,Ruim,0,0,0
577,"Conrad, Price and Park",6650670,-0.07399269376909358,2.3215295920608057,Manufatura,América do Norte,20,1,0.7890961116487567,Multinacional,Baixa,Parcerias,Decentralizada,Nenhuma,Inicial,Alta,Inovadora,Ruim,1,0,0
578,Thompson and Sons,6181950,-0.13801109104373105,1.0939605383877442,Manufatura,Europa,19,1,0.6028928826054353,MEI,Média,Aquisições,Centralizada,Básica,Avançada,Fraca,Conservadora,Ruim,0,0,0
579,Wilson and Sons,7025877,-0.12768373001318906,1.0490422431829944,Financeiro,América Latina,48,0,0.654220462029013,Multinacional,Média,Orgânica,Centralizada,Básica,Inicial,Fraca,Inovadora,Boa,0,1,0
580,"Rodriguez, Pruitt and Bentley",9905685,0.20926949030981207,0.8516950265684177,Manufatura,América do Norte,39,1,0.9981999076656176,Limitada,Alta,Aquisições,Centralizada,Ampla,Avançada,Alta,Conservadora,Ruim,0,0,0
581,Mccarthy-Brooks,6067106,0.28174550610661675,0.4529484413598121,Manufatura,América do Norte,12,1,0.07496004347001306,S.A.,Baixa,Orgânica,Centralizada,Básica,Avançada,Fraca,Inovadora,Regular,1,0,0
582,Hernandez-Burke,5218922,0.07816529192508068,1.2708428732617754,Tecnologia,Ásia,15,0,0.223009823533733,Multinacional,Baixa,Parcerias,Decentralizada,Básica,Inicial,Alta,Conservadora,Ruim,1,1,0
583,Benson Ltd,7277545,0.13592795711445121,0.41211467802673285,Financeiro,América do Norte,31,1,0.40789593737154684,Limitada,Média,Parcerias,Decentralizada,Ampla,Avançada,Fraca,Conservadora,Regular,0,0,0
584,"White, Campbell and Roy",5222783,0.2801774151880888,2.105152567317586,Saúde,América do Norte,14,0,0.3477824030488872,MEI,Média,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Neutra,Excelente,1,0,0
585,Flynn and Sons,5628983,-0.18783414687016425,0.9889527670607355,Manufatura,América Latina,11,0,0.02164556134698359,S.A.,Alta,Orgânica,Decentralizada,Ampla,Inicial,Média,Inovadora,Regular,1,1,0
586,Stephens-Weber,260775,0.02619145994919496,0.9995285626763112,Saúde,Europa,26,1,0.09177760647117583,Multinacional,Baixa,Aquisições,Decentralizada,Básica,Avançada,Fraca,Inovadora,Excelente,1,0,1
587,Wright and Sons,7449369,0.48116842364924245,1.2376154283595742,Saúde,América Latina,42,1,0.6809532914035762,MEI,Baixa,Parcerias,Decentralizada,Nenhuma,Intermediária,Média,Neutra,Excelente,0,0,0
588,"Leon, Evans and Sanders",2767867,0.2060785607868276,1.1659065115978038,Tecnologia,Europa,27,0,0.8793244633625606,Multinacional,Alta,Aquisições,Centralizada,Básica,Avançada,Média,Conservadora,Regular,0,0,0
589,Anderson-Wells,6755623,-0.022042794071754745,2.487659135342372,Manufatura,Ásia,11,0,0.5142270112659776,Limitada,Alta,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Conservadora,Excelente,1,1,0
590,"Taylor, Martinez and Jones",7786841,0.16521103264534917,1.408914690923926,Financeiro,América do Norte,38,0,0.539191079513633,MEI,Média,Orgânica,Decentralizada,Básica,Avançada,Alta,Inovadora,Regular,0,0,0
591,"Hoffman, Reyes and Clark",7078737,0.03985744168464071,0.3116840890956897,Manufatura,Ásia,34,1,0.2550934328323794,Multinacional,Média,Parcerias,Decentralizada,Ampla,Inicial,Fraca,Conservadora,Boa,1,0,0
592,Pierce-Grimes,1444027,0.17257149217840934,1.5565056197846319,Saúde,Europa,43,0,0.7678763636337114,MEI,Alta,Aquisições,Centralizada,Básica,Intermediária,Fraca,Inovadora,Excelente,0,0,0
593,Garrett-Powell,4266500,-0.11198094173534584,0.4638023028877119,Financeiro,América Latina,19,0,0.7517945873672564,Limitada,Alta,Orgânica,Decentralizada,Básica,Intermediária,Fraca,Inovadora,Regular,0,1,0
594,Morgan-Mckinney,7567048,-0.10709974232650585,0.17425034735522074,Manufatura,América Latina,6,0,0.5883656892176566,MEI,Baixa,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Conservadora,Excelente,0,1,0
595,Wilson-Jones,9279875,-0.09952034657242502,2.4297811688253956,Saúde,Ásia,46,1,0.21266428651134284,Multinacional,Alta,Orgânica,Centralizada,Básica,Inicial,Alta,Conservadora,Ruim,1,0,0
596,"Medina, Leonard and Wells",7984479,0.45787385434878913,1.9564933396829534,Saúde,Europa,38,0,0.09701821823708945,Limitada,Alta,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Conservadora,Regular,1,0,0
597,Spence Inc,597562,0.31302924283893924,2.4522615817930404,Tecnologia,Ásia,49,1,0.06423857585712589,S.A.,Baixa,Aquisições,Centralizada,Ampla,Intermediária,Média,Neutra,Ruim,1,0,0
598,"Flores, Estrada and Rogers",4678238,-0.08633267373637539,1.2469082752533818,Tecnologia,Ásia,42,1,0.5926960666428778,Multinacional,Alta,Parcerias,Centralizada,Ampla,Inicial,Alta,Inovadora,Excelente,0,0,0
599,"Powers, Miller and Robinson",4137776,-0.068155641364079,1.3774180747575426,Tecnologia,América do Norte,28,0,0.8250353191428,Multinacional,Média,Parcerias,Decentralizada,Nenhuma,Avançada,Alta,Conservadora,Excelente,0,1,0
600,King-Hebert,4110912,0.3115806324096134,0.5040086942059125,Saúde,Ásia,1,1,0.8583304317809248,Limitada,Média,Orgânica,Decentralizada,Nenhuma,Avançada,Fraca,Neutra,Boa,0,0,1
601,"King, Torres and Lopez",4611732,-0.09068530864547826,0.6925778240022054,Manufatura,América do Norte,35,0,0.4636220743434498,Limitada,Baixa,Parcerias,Centralizada,Básica,Inicial,Fraca,Conservadora,Regular,0,1,0
602,"Garcia, White and Hughes",5662067,-0.03580709466561995,2.1125181157667874,Tecnologia,América do Norte,40,1,0.7842712993067169,S.A.,Alta,Orgânica,Decentralizada,Básica,Avançada,Média,Inovadora,Ruim,1,0,0
603,Sullivan-Adams,5337196,0.47434278297427923,0.954845553082226,Manufatura,América Latina,8,1,0.9468801963410236,Multinacional,Média,Parcerias,Decentralizada,Básica,Intermediária,Fraca,Neutra,Boa,0,0,0
604,Perez Ltd,4985211,-0.02128543269009773,2.0843559371114053,Tecnologia,América do Norte,47,0,0.275170112488068,Limitada,Média,Aquisições,Centralizada,Nenhuma,Avançada,Média,Inovadora,Excelente,1,1,0
605,Knight Ltd,6226319,0.2631426452598027,1.8016329382888763,Financeiro,América do Norte,7,0,0.39796034638075717,S.A.,Média,Parcerias,Centralizada,Nenhuma,Inicial,Alta,Conservadora,Excelente,1,0,0
606,Sanford-Haley,1700396,0.4850419011803712,0.5252102206524772,Financeiro,América Latina,11,0,0.9314789925966807,S.A.,Média,Orgânica,Decentralizada,Básica,Intermediária,Alta,Conservadora,Boa,0,0,0
607,Page PLC,3411149,0.06200773699785483,1.3178712786873812,Tecnologia,Ásia,39,1,0.33823096731728486,Limitada,Alta,Orgânica,Centralizada,Nenhuma,Avançada,Alta,Conservadora,Ruim,1,0,0
608,Campos LLC,8611010,-0.18773880639655643,1.7257295716449204,Saúde,Europa,4,1,0.9138762903217963,Multinacional,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Alta,Neutra,Excelente,0,0,1
609,Branch and Sons,9655196,-0.029096896704338036,0.6640893155291803,Tecnologia,Europa,25,0,0.9810448622544657,MEI,Alta,Aquisições,Decentralizada,Ampla,Inicial,Fraca,Neutra,Excelente,0,1,0
610,"Brown, Phillips and Rivera",2596081,0.3816140339391938,2.0936524252481843,Tecnologia,Europa,12,0,0.6618107285744247,MEI,Alta,Orgânica,Decentralizada,Ampla,Avançada,Fraca,Neutra,Regular,1,0,0
611,"Wong, Gomez and Diaz",675278,0.40522618516852565,1.4075863781084483,Saúde,Ásia,26,1,0.8168902895041683,S.A.,Média,Orgânica,Decentralizada,Básica,Avançada,Média,Neutra,Boa,0,0,0
612,Jensen Inc,5287480,0.33796355516665383,0.49658092106224766,Financeiro,América do Norte,38,1,0.7495455642210852,MEI,Baixa,Orgânica,Centralizada,Básica,Intermediária,Média,Conservadora,Excelente,0,0,0
613,Gonzalez Ltd,1278049,-0.1208231266463989,1.4991626227950459,Manufatura,Europa,46,1,0.6995342576155238,MEI,Baixa,Orgânica,Decentralizada,Ampla,Avançada,Média,Conservadora,Ruim,0,0,0
614,Morales-Ferguson,3180201,0.35685726018748215,2.4993131299741935,Tecnologia,Ásia,12,0,0.30693107298123257,Limitada,Média,Orgânica,Centralizada,Nenhuma,Avançada,Média,Conservadora,Regular,1,0,0
615,Hardy-Holmes,7236029,0.4430744578954529,0.4612515799921925,Saúde,América do Norte,43,1,0.057094337907943715,S.A.,Média,Aquisições,Decentralizada,Básica,Avançada,Média,Neutra,Boa,1,0,0
616,Ray Ltd,3564442,0.22042667978236524,2.0602166322868674,Tecnologia,América Latina,37,0,0.3430517325196506,Multinacional,Baixa,Parcerias,Decentralizada,Básica,Avançada,Alta,Neutra,Ruim,1,0,0
617,"Miller, Phelps and Smith",9763340,0.4586127494366453,0.5975416076501391,Saúde,Europa,46,1,0.6669359852039066,S.A.,Baixa,Aquisições,Centralizada,Básica,Inicial,Alta,Conservadora,Excelente,0,0,0
618,Pearson PLC,3414692,0.37878721859831416,1.9777319907042095,Manufatura,América do Norte,24,1,0.10252919822780138,Limitada,Média,Aquisições,Decentralizada,Nenhuma,Avançada,Alta,Conservadora,Boa,1,0,0
619,Molina-Miller,4819607,0.26688006189363506,1.8629870154913917,Manufatura,Europa,16,0,0.011917982978242092,MEI,Média,Orgânica,Centralizada,Ampla,Intermediária,Média,Neutra,Boa,1,0,0
620,Fox-Morrow,6385088,0.20402966569822367,0.8211745254410376,Financeiro,Europa,13,0,0.13969237260293865,Multinacional,Alta,Aquisições,Centralizada,Básica,Inicial,Alta,Inovadora,Ruim,1,0,0
621,"Henderson, Collins and Fry",1210389,0.044001567069379306,0.8819754821546796,Saúde,Europa,25,0,0.7157359264107953,S.A.,Alta,Orgânica,Decentralizada,Ampla,Intermediária,Alta,Conservadora,Boa,0,1,0
622,Hernandez-Larsen,8516320,-0.08849878833003642,2.002051340711006,Saúde,América do Norte,4,1,0.972793701656444,MEI,Baixa,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Conservadora,Ruim,1,0,1
623,Manning-Chase,4012942,0.22346774588337853,1.2074692285295503,Financeiro,Ásia,11,1,0.9830646996148205,S.A.,Média,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Conservadora,Excelente,0,0,0
624,Steele-Dodson,8601424,0.02267808753268362,1.853963268908341,Financeiro,América do Norte,32,1,0.4939791491401879,Multinacional,Baixa,Orgânica,Decentralizada,Nenhuma,Inicial,Fraca,Neutra,Regular,1,0,0
625,"Johnson, Stewart and Lee",7568810,0.40650706726935176,0.45516195367800344,Saúde,Europa,49,0,0.8693523009923474,S.A.,Alta,Aquisições,Centralizada,Nenhuma,Inicial,Média,Conservadora,Ruim,0,0,0
626,Adams and Sons,1735156,0.49533585615103987,2.1461386765637283,Financeiro,América do Norte,7,1,0.7368264557515041,S.A.,Alta,Aquisições,Decentralizada,Nenhuma,Inicial,Média,Conservadora,Regular,1,0,0
627,Hull-Hancock,8623838,0.3266994338309007,1.806123320037566,Manufatura,América Latina,46,0,0.5010402369846034,S.A.,Baixa,Parcerias,Decentralizada,Nenhuma,Avançada,Fraca,Conservadora,Boa,1,0,0
628,"Reilly, Farrell and Bryant",5101045,-0.1366628132990645,2.276662741203601,Tecnologia,Ásia,11,0,0.5727605329550868,MEI,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Alta,Conservadora,Ruim,1,1,0
